obsid,leadid,ccode,idacr,leader,startdate,eindate,enddate,eoutdate,entry,exit,exitcode,prevtimesinoffice,posttenurefate,gender,yrborn,yrdied,borndate,deathdate,dbpediauri,numentry,numexit,numexitcode,numposttenurefate,fties,ftcur,yrbegin,yrend,age,tenure,Country,Polity datasets IV category,end_gdppc,pop
PER-1908,81f95e45-1e42-11e4-b4cd-db5882bf8def,135,PER,Leguia,1908-09-24,1908-09-24,1912-09-24,1912-09-24,Regular,Regular,Regular,0,Imprisonment,M,1863,1932,1863-02-19,1932-02-06,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Augusto-5FB.-5FLegu-25C3-25ADa&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=0TOrk5Yp8a2DVXrewNtFJCUyomLr_JT2tFvKcEo6io4&e=,0,1.0,0,2.0,,,1908,1912,45,4.000082137210209, Peru,Democracy,1613.0,4242.0
PER-1912,81f95e46-1e42-11e4-b4cd-db5882bf8def,135,PER,Billinghurst,1912-09-24,1912-09-24,1914-02-04,1914-02-04,Regular,Irregular,Unknown,0,Exile,M,1851,1915,,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Guillermo-5FBillinghurst&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=0A6jHDGypU5j969DFA7Qp3P2BG_a7kFsSNiDl4IXqUE&e=,0,3.0,-999,1.0,,,1912,1914,61,1.363477689480277, Peru,Democracy,1615.0,4350.0
PER-1914,81f98f18-1e42-11e4-b4cd-db5882bf8def,135,PER,Benavides,1914-02-04,1914-02-04,1915-08-18,1915-08-18,Irregular,Regular,Regular,0,OK,M,1876,1945,1876-05-18,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_-25C3-2593scar-5FR.-5FBenavides&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=4pl0Wa6jRa02sHuGavV4e4wJ14a9kFq0SvfnHj3KIc4&e=,1,1.0,0,0.0,,,1914,1915,38,1.533227923913564, Peru,Democracy,1733.0,4405.0
PER-1915,81f95e44-1e42-11e4-b4cd-db5882bf8def,135,PER,Pardo y Barreda,1915-08-18,1915-08-18,1919-07-04,1919-07-04,Regular,Irregular,"Removed by Military, without Foreign Support",1,Imprisonment,M,1864,1947,1864-02-24,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Jos-25C3-25A9-5FPardo-5Fy-5FBarreda&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=ijJAkH01bMX0IWEIAjhyfo6D4zW31kM27lj8vMnj9ic&e=,0,3.0,6,2.0,Son of Pardo%81f89af9-1e42-11e4-b4cd-db5882bf8def,1.0,1915,1919,51,3.876876321895727, Peru,Democracy,1961.0,4631.0
PER-1919,81f95e45-1e42-11e4-b4cd-db5882bf8def,135,PER,Leguia,1919-07-20,1919-07-20,1930-08-25,1930-08-25,Irregular,Irregular,"Removed by Military, without Foreign Support",1,Imprisonment,M,1863,1932,1863-02-19,1932-02-06,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Augusto-5FB.-5FLegu-25C3-25ADa&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=0TOrk5Yp8a2DVXrewNtFJCUyomLr_JT2tFvKcEo6io4&e=,1,3.0,6,2.0,,,1919,1930,56,11.09947500633141, Peru,Democracy,2651.0,5480.0
PER-1931-4,81f9bfec-1e42-11e4-b4cd-db5882bf8def,135,PER,Sanchez Cerro,1931-12-08,1931-12-08,1933-04-30,1933-04-30,Regular,Irregular,Assassination by Unsupported Individual,1,Death,M,1889,1933,,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Luis-5FMiguel-5FS-25C3-25A1nchez-5FCerro&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=Lp1uJaAzoKPRL3bvdk27KjIzQRbCo3bh-6ALi9-9brs&e=,0,3.0,11,3.0,,,1931,1933,42,1.39359466655715, Peru,Democracy,2483.0,5752.0
PER-1933,1972e568-3bbd-11e5-afeb-eb6f07f9fec7,135,PER,Benavidez,1933-04-30,1933-04-30,1939-12-08,1939-12-08,Regular,Regular,Regular,1,OK,M,1876,1945,1876-05-18,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_-25C3-2593scar-5FR.-5FBenavides&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=4pl0Wa6jRa02sHuGavV4e4wJ14a9kFq0SvfnHj3KIc4&e=,0,1.0,0,0.0,,,1933,1939,57,6.606569607863269, Peru,Democracy,3037.0,6338.0
PER-1939,81f9bff0-1e42-11e4-b4cd-db5882bf8def,135,PER,Ugarteche,1939-12-08,1939-12-08,1945-07-28,1945-07-28,Regular,Regular,Regular,0,OK,M,1889,1967,1889-04-21,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Manuel-5FPrado-5FUgarteche&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=fOgi_hRhenbL_msgHxTqgF3L6O8ZFNYrIW6HVQQuGHY&e=,0,1.0,0,0.0,Son of Prado%81f8cbc8-1e42-11e4-b4cd-db5882bf8def,1.0,1939,1945,50,5.637350527389337, Peru,Democracy,3131.0,7010.0
PER-1945,81f9bff1-1e42-11e4-b4cd-db5882bf8def,135,PER,Bustamante,1945-07-28,1945-07-28,1948-10-28,1948-10-28,Regular,Irregular,"Removed by Military, without Foreign Support",0,Exile,M,1894,1989,1894-01-15,1989-01-11,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Jos-25C3-25A9-5FBustamante-5Fy-5FRivero&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=zBMZB9JhSs087qG06DjDU2VrTC_5O3is5C6g5g_3oFM&e=,0,3.0,6,1.0,,,1945,1948,51,3.252633524302347, Peru,Democracy,3282.0,7376.0
PER-1948,81f9f0c0-1e42-11e4-b4cd-db5882bf8def,135,PER,Odria,1948-10-29,1948-10-29,1950-06-01,1950-06-01,Irregular,Regular,Regular,0,OK,M,1897,1974,1897-11-26,1974-02-18,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Manuel-5FA.-5FOdr-25C3-25ADa&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=qeJ83_27NiqfXttPhPLrtTMUNuYmCjih5HUSgIoR9s8&e=,1,1.0,0,0.0,,,1948,1950,51,1.587986064053335, Peru,Democracy,3679.0,7632.5
PER-1950-2,81f9f0c0-1e42-11e4-b4cd-db5882bf8def,135,PER,Odria,1950-07-28,1950-07-28,1956-07-28,1956-07-28,Regular,Regular,Regular,1,Exile,M,1897,1974,1897-11-26,1974-02-18,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Manuel-5FA.-5FOdr-25C3-25ADa&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=qeJ83_27NiqfXttPhPLrtTMUNuYmCjih5HUSgIoR9s8&e=,0,1.0,0,1.0,,,1950,1956,53,6.001492159318809, Peru,Democracy,4385.0,8904.9
PER-1956,81f9bff0-1e42-11e4-b4cd-db5882bf8def,135,PER,Ugarteche,1956-07-28,1956-07-28,1962-07-19,1962-07-19,Regular,Irregular,"Removed by Military, without Foreign Support",1,Imprisonment,M,1889,1967,1889-04-21,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Manuel-5FPrado-5FUgarteche&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=fOgi_hRhenbL_msgHxTqgF3L6O8ZFNYrIW6HVQQuGHY&e=,0,3.0,6,2.0,Son of Prado%81f8cbc8-1e42-11e4-b4cd-db5882bf8def,1.0,1956,1962,67,5.974113089248924, Peru,Democracy,5230.0,10516.5
PER-1963-2,81fa2195-1e42-11e4-b4cd-db5882bf8def,135,PER,Belaunde,1963-07-28,1963-07-28,1968-10-03,1968-10-03,Regular,Irregular,"Removed by Military, without Foreign Support",0,Exile,M,1913,2002,1913-10-07,2002-06-04,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Fernando-5FBela-25C3-25BAnde-5FTerry&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=jVTEMThEULMKdK3ikPHXMLGlQELrKtSA2eXf6xxvmGA&e=,0,3.0,6,1.0,,,1963,1968,50,5.185595871236234, Peru,Democracy,5874.0,12476.0
PER-1968,81fa5268-1e42-11e4-b4cd-db5882bf8def,135,PER,Velasco Alvarado,1968-10-03,1968-10-03,1975-08-29,1975-08-29,Irregular,Irregular,"Removed by Military, without Foreign Support",0,OK,M,1910,1977,1910-06-16,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Juan-5FVelasco-5FAlvarado&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=yvX79HnIfSTOKK94x0ah2GGTR-3O3sEpKr63EzP9mF0&e=,1,3.0,6,0.0,,,1968,1975,58,6.902263564618027, Peru,Democracy,6896.0,15161.199
PER-1980,81fa2195-1e42-11e4-b4cd-db5882bf8def,135,PER,Belaunde,1980-07-28,1980-07-28,1985-07-28,1985-07-28,Regular,Regular,Regular,1,OK,M,1913,2002,1913-10-07,2002-06-04,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Fernando-5FBela-25C3-25BAnde-5FTerry&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=jVTEMThEULMKdK3ikPHXMLGlQELrKtSA2eXf6xxvmGA&e=,0,1.0,0,0.0,,,1980,1985,67,4.999418194761015, Peru,Democracy,5844.0,19432.0
BRA-1840,81fab41b-1e42-11e4-b4cd-db5882bf8def,140,BRA,Pedro II,1840-07-23,1840-07-23,1889-11-15,1889-11-15,Regular,Irregular,Unknown,0,Exile,M,1825,1891,1825-12-02,1891-12-05,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Pedro-5FII-5Fof-5FBrazil&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=EUgwYcTAAIGG_KHshdVPvWQYtkJt-TfRZ0naBjtF0dQ&e=,0,3.0,-999,1.0,,,1840,1889,15,49.315181009877, Brazil,Democracy,991.0,13938.0
BRA-1889,81fab41c-1e42-11e4-b4cd-db5882bf8def,140,BRA,M. D. da Fonseca,1889-11-15,1889-11-15,1891-11-23,1891-11-23,Irregular,Irregular,Unknown,0,OK,M,1823,1892,,,,1,3.0,-999,0.0,Uncle of H. R. da Fonseca%81fb4696-1e42-11e4-b4cd-db5882bf8def,0.0,1889,1891,66,2.020575371157519, Brazil,Democracy,1152.0,14539.0
BRA-1891,81fae4ee-1e42-11e4-b4cd-db5882bf8def,140,BRA,Peixoto,1891-11-23,1891-11-23,1894-11-15,1894-11-15,Regular,Regular,Regular,0,OK,M,1839,1895,1839-04-30,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Floriano-5FPeixoto&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=gOEzm_SF6aTmRIvXu4nGxFA8BOjdRQ3hU-mgiHhsc9g&e=,0,1.0,0,0.0,,,1891,1894,52,2.978842823603496, Brazil,Democracy,850.0,15607.0
BRA-1894,81fae4ef-1e42-11e4-b4cd-db5882bf8def,140,BRA,de Moraes Barros,1894-11-15,1894-11-15,1898-11-15,1898-11-15,Regular,Regular,Regular,0,OK,M,1841,1902,1841-10-04,,,0,1.0,0,0.0,,,1894,1898,53,4.000082137210209, Brazil,Democracy,923.0,17154.0
BRA-1898,81fae4f0-1e42-11e4-b4cd-db5882bf8def,140,BRA,de Campos Salles,1898-11-15,1898-11-15,1902-11-15,1902-11-15,Regular,Regular,Regular,0,OK,M,1841,1913,,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Campos-5FSales&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=b22eGdElIfYHkQik3UOlJV3UqKGSonamMEdmNeVbbxY&e=,0,1.0,0,0.0,,,1898,1902,57,3.997344230203221, Brazil,Democracy,921.0,18782.0
BRA-1902,81fb15c2-1e42-11e4-b4cd-db5882bf8def,140,BRA,Rodriguez Alves,1902-11-15,1902-11-15,1906-11-15,1906-11-15,Regular,Regular,Regular,0,OK,M,1848,1919,1848-07-07,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Francisco-5Fde-5FPaula-5FRodrigues-5FAlves&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=6GeuOhF8jUqm0RFGOhfVazQZu5g6kya54V5B5Q0stOk&e=,0,1.0,0,0.0,,,1902,1906,54,4.000082137210209, Brazil,Democracy,993.0,20427.0
BRA-1906,81fb15c3-1e42-11e4-b4cd-db5882bf8def,140,BRA,Moreira Penna,1906-11-15,1906-11-15,1909-06-14,1909-06-14,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1847,1909,1847-11-30,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Afonso-5FAugusto-5FMoreira-5FPena&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=PrPiJyxwPCtTJp135VmE2Z66iLhyjCoYk0cXy0-KkAI&e=,0,2.0,0,-777.0,,,1906,1909,59,2.579108400583174, Brazil,Democracy,999.0,21754.0
BRA-1909,81fb15c4-1e42-11e4-b4cd-db5882bf8def,140,BRA,Pecanha,1909-06-14,1909-06-14,1910-11-15,1910-11-15,Regular,Regular,Regular,0,OK,M,1867,1924,1867-10-02,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Nilo-5FPe-25C3-25A7anha&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=Kegw-VZ_Yj20BZooNYM0LdQs8WAaU7BEyGbs_M0GGDY&e=,0,1.0,0,0.0,,,1909,1910,42,1.420973736627035, Brazil,Democracy,990.0,22216.0
BRA-1910,81fb4696-1e42-11e4-b4cd-db5882bf8def,140,BRA,H. R. da Fonseca,1910-11-15,1910-11-15,1914-11-15,1914-11-15,Regular,Regular,Regular,0,OK,M,1885,1923,1885-05-12,,,0,1.0,0,0.0,Nephew of M. D. da Fonseca%81fab41c-1e42-11e4-b4cd-db5882bf8def,1.0,1910,1914,25,4.000082137210209, Brazil,Democracy,1004.0,24161.0
BRA-1914,81fb4697-1e42-11e4-b4cd-db5882bf8def,140,BRA,Braz Pereira Gomez,1914-11-15,1914-11-15,1918-11-15,1918-11-15,Regular,Regular,Regular,0,OK,M,1868,1966,1868-02-26,,,0,1.0,0,0.0,,,1914,1918,46,4.000082137210209, Brazil,Democracy,1041.0,26277.0
BRA-1919,81fb776b-1e42-11e4-b4cd-db5882bf8def,140,BRA,de Silva Pessoa,1919-07-28,1919-07-28,1922-11-15,1922-11-15,Regular,Regular,Regular,0,OK,M,1865,1942,1865-05-23,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Epit-25C3-25A1cio-5FLindolfo-5Fda-5FSilva-5FPessoa&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=v5aJ6gum60wCYAA1P2cH9nXNVSsD-igxQZ9_OcSseQM&e=,0,1.0,0,0.0,,,1919,1922,54,3.30191585042814, Brazil,Democracy,1301.0,28542.0
BRA-1922,81fb776c-1e42-11e4-b4cd-db5882bf8def,140,BRA,de Silva Bernar,1922-11-15,1922-11-15,1926-11-15,1926-11-15,Regular,Regular,Regular,0,Exile,M,1875,1955,1875-08-08,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Artur-5Fda-5FSilva-5FBernardes&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=W9uBOwBbG3KUw3OTCrx-FX1NBitGTK8PTc1WRQNN9qA&e=,0,1.0,0,1.0,,,1922,1926,47,4.000082137210209, Brazil,Democracy,1299.0,30953.0
BRA-1926,81fba83e-1e42-11e4-b4cd-db5882bf8def,140,BRA,de Souza,1926-11-15,1926-11-15,1930-10-24,1930-10-24,Regular,Irregular,"Removed by Military, without Foreign Support",0,Imprisonment,M,1870,1957,1870-10-26,1957-08-04,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Washington-5FLu-25C3-25ADs-5FPereira-5Fde-5FSousa&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=3yEFXinYBvsy2kfmGL7xAQn2HKVKwUKwgCrRZBWFeYk&e=,0,3.0,6,2.0,,,1926,1930,56,3.939848183056462, Brazil,Democracy,1350.0,33568.0
BRA-1930,81fba83f-1e42-11e4-b4cd-db5882bf8def,140,BRA,Vargas,1930-10-25,1930-10-25,1945-10-30,1945-10-30,Irregular,Irregular,"Removed by Military, without Foreign Support",0,OK,M,1883,1954,1883-04-19,1954-08-24,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Get-25C3-25BAlio-5FVargas&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=saRbePdmSrUr58Ass8F6EFbLRHPiC7kUQRqRxX2JV18&e=,1,3.0,6,0.0,,,1930,1945,47,15.01468202632498, Brazil,Democracy,1792.0,46215.0
BRA-1946,81fbd912-1e42-11e4-b4cd-db5882bf8def,140,BRA,Dutra,1946-01-31,1946-01-31,1951-01-31,1951-01-31,Regular,Regular,Regular,0,OK,M,1885,1974,1885-05-18,1974-06-11,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Eurico-5FGaspar-5FDutra&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=PpZOOydw_PsYC8cxCP9KcQtEswBuOxentpj3yagJubA&e=,0,1.0,0,0.0,,,1946,1951,61,4.999418194761015, Brazil,Democracy,2279.0,54995.532
BRA-1951,81fba83f-1e42-11e4-b4cd-db5882bf8def,140,BRA,Vargas,1951-02-10,1951-02-10,1954-08-24,1954-08-24,Regular,Irregular,"Removed by Military, without Foreign Support",1,Suicide,M,1883,1954,1883-04-19,1954-08-24,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Get-25C3-25BAlio-5FVargas&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=saRbePdmSrUr58Ass8F6EFbLRHPiC7kUQRqRxX2JV18&e=,0,3.0,6,3.099999904632568,,,1951,1954,68,3.534637946022163, Brazil,Democracy,2531.0,59989.219
BRA-1954,81fbd913-1e42-11e4-b4cd-db5882bf8def,140,BRA,Cafe Filho,1954-08-24,1954-08-24,1955-11-08,1955-11-08,Regular,Retired Due to Ill Health,Regular,0,Imprisonment,M,1899,1970,1899-02-03,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Jo-25C3-25A3o-5FCaf-25C3-25A9-5FFilho&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=i9ejreUtcgePoRhagnUfa4xTgnDh1y-zwysFyN419kc&e=,0,2.099999904632568,0,2.0,,,1954,1955,55,1.207416990081932, Brazil,Democracy,2675.0,61773.546
BRA-1956,81fc09e7-1e42-11e4-b4cd-db5882bf8def,140,BRA,Kubitschek,1956-01-31,1956-01-31,1961-01-31,1961-01-31,Regular,Regular,Regular,0,OK,M,1902,1976,1902-09-12,1976-08-22,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Juscelino-5FKubitschek-5Fde-5FOliveira&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=Fe-eSvq9ahPYxkiiAFcyOdHYMOkWDNU0r8s2DAI7_Z4&e=,0,1.0,0,0.0,,,1956,1961,54,5.002156101768003, Brazil,Democracy,3585.0,73832.902
BRA-1961-3,81fc3abb-1e42-11e4-b4cd-db5882bf8def,140,BRA,Goulart,1961-09-07,1961-09-07,1964-04-02,1964-04-02,Regular,Irregular,"Removed by Military, without Foreign Support",0,Exile,M,1918,1976,1918-03-01,1976-12-06,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Jo-25C3-25A3o-5FGoulart&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=9d5VYjMBQ2M_77wUtM5Ug1c-B-lBziDZQkCkyfEJMI0&e=,0,3.0,6,1.0,,,1961,1964,43,2.56815677255522, Brazil,Democracy,3637.0,80666.939
BRA-1964-2,81fc3abc-1e42-11e4-b4cd-db5882bf8def,140,BRA,Castello Branco,1964-04-15,1964-04-15,1967-03-15,1967-03-15,Irregular,Regular,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1900,1967,1900-09-20,,,1,1.0,0,-777.0,,,1964,1967,64,2.913133055435772, Brazil,Democracy,3795.0,88049.823
BRA-1967,81fc6b98-1e42-11e4-b4cd-db5882bf8def,140,BRA,Costa de Silva,1967-03-15,1967-03-15,1969-09-01,1969-09-01,Regular,Retired Due to Ill Health,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1902,1969,1902-10-03,,,0,2.099999904632568,0,-777.0,,,1967,1969,65,2.466854213296645, Brazil,Democracy,4313.0,93114.241
